,Model,Ensemble_member,No_arctic_crossing_year,World_crossing_year,gap
53,CanESM5,r22i1p1f1,2037.42,2055.362,-17.942000000000007
54,CanESM5,r22i1p2f1,1608.043,1830.459,-222.41600000000017
55,CanESM5,r23i1p1f1,2008.613,2035.411,-26.798000000000002
56,CanESM5,r23i1p2f1,1257.69,1950.456,-692.7659999999998
57,CanESM5,r24i1p1f1,1853.723,1910.025,-56.302000000000135
58,CanESM5,r24i1p2f1,2609.392,2201.3,408.09199999999964
59,CanESM5,r25i1p1f1,2033.074,2056.195,-23.121000000000095
60,CanESM5,r25i1p2f1,2008.434,2036.092,-27.65800000000013
61,CanESM5,r2i1p1f1,2039.213,2064.191,-24.977999999999838
62,CanESM5,r2i1p2f1,2245.482,2362.546,-117.06399999999985
63,CanESM5,r3i1p1f1,1991.335,2024.422,-33.08699999999999
64,CanESM5,r3i1p2f1,1970.956,2016.059,-45.103000000000065
65,CanESM5,r4i1p1f1,1927.692,2001.945,-74.25299999999993
66,CanESM5,r4i1p2f1,2046.073,2068.643,-22.569999999999936
67,CanESM5,r5i1p1f1,1989.55,2044.245,-54.694999999999936
68,CanESM5,r5i1p2f1,1432.113,1349.214,82.89900000000011
69,CanESM5,r6i1p1f1,1917.805,1986.858,-69.05299999999988
70,CanESM5,r6i1p2f1,2055.894,2067.797,-11.903000000000247
71,CanESM5,r7i1p1f1,2001.913,2038.87,-36.95699999999988
72,CanESM5,r7i1p2f1,1950.28,1986.782,-36.50199999999995
73,CanESM5,r8i1p1f1,2046.162,2066.903,-20.740999999999758
74,CanESM5,r8i1p2f1,2005.408,2033.433,-28.02500000000009
75,CanESM5,r9i1p1f1,1944.031,2031.347,-87.31600000000003
76,CanESM5,r9i1p2f1,1857.976,2024.999,-167.0229999999999
77,CanESM5-CanOE,r1i1p2f1,2025.046,2046.376,-21.329999999999927
78,CanESM5-CanOE,r2i1p2f1,2245.482,2362.546,-117.06399999999985
79,CanESM5-CanOE,r3i1p2f1,1970.956,2016.059,-45.103000000000065
80,EC-Earth3,r1i1p1f1,1880.017,1982.857,-102.83999999999992
81,EC-Earth3,r4i1p1f1,2174.971,2154.324,20.646999999999935
82,EC-Earth3,r6i1p1f1,1983.615,2009.607,-25.991999999999962
83,EC-Earth3,r9i1p1f1,2116.206,2095.404,20.802000000000135
84,EC-Earth3-Veg,r1i1p1f1,2197.125,2199.501,-2.3760000000002037
85,EC-Earth3-Veg,r2i1p1f1,1970.054,2024.347,-54.29299999999989
86,EC-Earth3-Veg-LR,r1i1p1f1,2215.343,2128.221,87.12199999999984
87,FGOALS-f3-L,r1i1p1f1,1894.89,1932.042,-37.151999999999816
88,FGOALS-g3,r1i1p1f1,1994.471,2012.502,-18.03099999999995
89,FIO-ESM-2-0,r1i1p1f1,2021.195,2041.984,-20.788999999999987
90,GFDL-ESM4,r1i1p1f1,2042.292,2056.294,-14.001999999999953
91,GISS-E2-1-G,r1i1p1f2,1962.511,2044.767,-82.25600000000009
92,GISS-E2-1-G,r1i1p3f1,2044.933,2035.56,9.373000000000047
93,HadGEM3-GC31-LL,r1i1p1f3,2093.119,2061.349,31.769999999999982
94,HadGEM3-GC31-MM,r1i1p1f3,2040.355,2036.233,4.122000000000071
95,IITM-ESM,r1i1p1f1,1935.258,1950.357,-15.098999999999933
96,INM-CM4-8,r1i1p1f1,1976.406,2025.019,-48.613000000000056
97,INM-CM5-0,r1i1p1f1,2035.711,2055.468,-19.756999999999834
98,IPSL-CM5A2-INCA,r1i1p1f1,2061.721,2054.183,7.538000000000011
99,IPSL-CM6A-LR,r1i1p1f1,1866.488,1961.564,-95.07600000000002
100,IPSL-CM6A-LR,r2i1p1f1,2166.638,2135.659,30.978999999999814
101,IPSL-CM6A-LR,r3i1p1f1,2068.437,2080.852,-12.414999999999964
102,IPSL-CM6A-LR,r4i1p1f1,2188.361,2116.531,71.82999999999993
103,IPSL-CM6A-LR,r6i1p1f1,2045.686,2059.364,-13.678000000000111
104,KACE-1-0-G,r1i1p1f1,2071.901,2077.35,-5.449000000000069
105,KIOST-ESM,r1i1p1f1,1773.881,1779.555,-5.673999999999978
106,MCM-UA-1-0,r1i1p1f2,1993.835,2008.649,-14.81399999999985
107,MIROC-ES2L,r1i1p1f2,1939.173,2050.878,-111.70500000000015
108,MIROC-ES2L,r2i1p1f2,1840.831,1944.534,-103.7030000000002
109,MIROC6,r10i1p1f1,2042.017,2071.472,-29.455000000000155
110,MIROC6,r1i1p1f1,2075.75,2057.053,18.697000000000116
111,MIROC6,r2i1p1f1,2183.116,2131.338,51.77799999999979
112,MIROC6,r3i1p1f1,2066.551,2036.794,29.756999999999834
113,MIROC6,r4i1p1f1,2034.943,2066.333,-31.3900000000001
114,MIROC6,r5i1p1f1,2064.189,2060.007,4.181999999999789
115,MIROC6,r6i1p1f1,2044.063,2059.479,-15.415999999999713
116,MIROC6,r7i1p1f1,2065.819,2035.474,30.345000000000027
117,MIROC6,r8i1p1f1,2435.485,2148.899,286.58600000000024
118,MIROC6,r9i1p1f1,2324.317,2161.175,163.14199999999983
119,MPI-ESM1-2-HR,r1i1p1f1,1680.013,1835.129,-155.11599999999999
120,MPI-ESM1-2-HR,r2i1p1f1,1931.15,2010.878,-79.72799999999984
121,MPI-ESM1-2-LR,r10i1p1f1,1774.695,1971.427,-196.73199999999997
122,MPI-ESM1-2-LR,r1i1p1f1,1922.509,1970.065,-47.55600000000004
123,MPI-ESM1-2-LR,r2i1p1f1,1923.226,1825.129,98.09700000000021
124,MPI-ESM1-2-LR,r3i1p1f1,2307.658,2382.134,-74.47600000000011
125,MPI-ESM1-2-LR,r4i1p1f1,1820.213,1878.864,-58.65100000000007
126,MPI-ESM1-2-LR,r5i1p1f1,2019.703,2015.781,3.9220000000000255
127,MPI-ESM1-2-LR,r6i1p1f1,1997.327,2020.455,-23.12799999999993
128,MPI-ESM1-2-LR,r7i1p1f1,1591.316,1622.357,-31.04099999999994
129,MPI-ESM1-2-LR,r8i1p1f1,1899.469,1987.258,-87.78899999999999
130,MPI-ESM1-2-LR,r9i1p1f1,2030.088,2048.116,-18.02800000000002
131,MRI-ESM2-0,r1i1p1f1,1718.997,1862.062,-143.06499999999983
132,NESM3,r1i1p1f1,2048.527,2052.937,-4.4099999999998545
133,NESM3,r2i1p1f1,2328.308,2441.15,-112.8420000000001
134,NorESM2-LM,r1i1p1f1,2278.749,2370.497,-91.74800000000005
135,NorESM2-MM,r1i1p1f1,2229.244,2203.287,25.957000000000335
136,TaiESM1,r1i1p1f1,2034.129,2030.686,3.4429999999999836
137,UKESM1-0-LL,r10i1p1f2,2065.927,2062.948,2.979000000000269
138,UKESM1-0-LL,r11i1p1f2,2044.876,2037.863,7.01299999999992
139,UKESM1-0-LL,r12i1p1f2,2034.252,2030.447,3.8050000000000637
140,UKESM1-0-LL,r16i1p1f2,2052.85,2043.584,9.265999999999849
141,UKESM1-0-LL,r17i1p1f2,2074.803,2048.967,25.835999999999785
142,UKESM1-0-LL,r18i1p1f2,2087.556,2044.641,42.914999999999964
143,UKESM1-0-LL,r19i1p1f2,2053.213,2040.959,12.254000000000133
144,UKESM1-0-LL,r1i1p1f2,2054.942,2043.636,11.30600000000004
145,UKESM1-0-LL,r2i1p1f2,2041.369,2036.228,5.140999999999849
146,UKESM1-0-LL,r3i1p1f2,2049.896,2039.064,10.832000000000107
147,UKESM1-0-LL,r4i1p1f2,2041.887,2034.101,7.785999999999831
148,UKESM1-0-LL,r8i1p1f2,2093.152,2042.693,50.45900000000006
149,UKESM1-0-LL,r9i1p1f2,2049.453,2041.575,7.877999999999929
150,UKESM1-1-LL,r1i1p1f2,2081.799,2051.435,30.364000000000033
